"tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyAccMag-mean()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroJerkMag-mean()" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()"
"STANDING.2" 0.277540623888889 -0.0170303025972222 -0.106902024212963 0.956946484444444 -0.198941424166667 0.0330230649948148 0.0751362318611111 0.0110772573015741 -0.00477609451138889 -0.029703247762037 -0.0728536719833333 0.0772169497685185 -0.0984567615046296 -0.0403633342935185 -0.050108451212963 -0.960344318148148 -0.960344318148148 -0.9776909575 -0.928084724814815 -0.979794565 -0.984014964722222 -0.948410747685185 -0.964799538240741 -0.980855424722222 -0.964604525185185 -0.978667881851852 -0.928592926759259 -0.968171863055556 -0.964857209537037 -0.961336022314815 -0.972947403333333 -0.937267214166667 -0.976081067037037 -0.987221211481481 -0.940997241574074 -0.949275558398148 -0.989324523611111 -0.975080439259259 -0.961249471851852 -0.981181850925926 -0.964615918333333 -0.981900241666667 -0.925688588981481 -0.964421424444444 -0.963538643148148 -0.969025954814815 -0.981803624074074 -0.981076148518519 -0.954847796296296 -0.954847796296296 -0.974069874444444 -0.906582650555556 -0.975264206666667 -0.988837467685185 -0.940544378333333 -0.945422134537037 -0.983342150833333 -0.967336858518518 -0.983834591018519 -0.926434498981481 -0.962823297685185 -0.966509206851852 -0.95791615037037 -0.974535918240741 -0.905477739814815 -0.975690139814815
"LAYING.2" 0.270090643760684 -0.0175883111203419 -0.10846532042735 -0.259837176991453 0.871408142991453 0.195914040444444 0.0811594084102564 0.00992435855119658 -0.000888935388478632 -0.0168565874588034 -0.0630952437769231 0.148517904145299 -0.100627105897436 -0.0411511368547009 -0.0673086470760684 -0.963997331623932 -0.963997331623932 -0.976414323675214 -0.941404183589744 -0.980603566495726 -0.969671684615385 -0.961076774188034 -0.963909114786325 -0.976606866410256 -0.968416258376068 -0.973198101111111 -0.966170248290598 -0.967215373504274 -0.953351764700855 -0.958544484222222 -0.969508797179487 -0.956018313418803 -0.974681796153846 -0.96967033 -0.960337968974359 -0.959527928974359 -0.957459298290598 -0.982371176068376 -0.971603554615385 -0.977062787948718 -0.967578517606838 -0.976223334957265 -0.97327476017094 -0.967792002905983 -0.954902565811966 -0.974275281538462 -0.978053235555556 -0.978038738376068 -0.954251243504273 -0.954251243504273 -0.969364374786325 -0.94497602025641 -0.972956241623932 -0.969878842649573 -0.961820442820513 -0.959725900940171 -0.979787977179487 -0.968982583247863 -0.977872639145299 -0.975670739230769 -0.968651936324786 -0.959717482136752 -0.958650803076923 -0.96821703017094 -0.947425860769231 -0.972462875470085
"WALKING.3" 0.273887540948276 -0.0201999953775862 -0.109053610189655 0.855984820344828 -0.276871669482759 -0.279407800034483 0.0764469309 0.0137811478948276 0.0130930849543103 -0.010328448315 -0.0814346730015517 0.0646378119753448 -0.103778613921784 -0.0380436299267241 -0.0510622789301724 -0.140099793982759 -0.140099793982759 -0.257353302844828 -0.177236901724138 -0.413567032241379 -0.379009561034483 -0.0418719831537931 -0.211509961547414 -0.382978811091379 -0.213212428560345 -0.379716236491379 -0.353448054143966 -0.235706677836207 -0.2442178725 -0.305256369637931 -0.294260787009483 -0.289807981387931 -0.466958843586207 -0.375289562586207 0.0424418434841379 -0.0819615471928448 -0.973700489224138 -0.957622339741379 -0.948067618275862 -0.339717224456034 -0.147351280872241 -0.424558319310345 -0.490157932931034 -0.150059127010776 -0.242684864241379 -0.397345883637931 -0.448792204198276 -0.42081659987931 -0.328790306293103 -0.328790306293103 -0.288422537340259 -0.226874120724138 -0.466558992836207 -0.374946815086207 0.0177002937163793 -0.0891399217361207 -0.354542120575 -0.133290169462155 -0.468589341465517 -0.534573973965517 -0.114196953420603 -0.315411864844828 -0.448104145603448 -0.286438570536638 -0.321741578965517 -0.505122947422414
"WALKING_UPSTAIRS.3" 0.260293158238532 -0.0241225098040367 -0.119085347055963 0.768676310458716 -0.340201718256881 -0.349978764056514 0.0747364008394495 -0.00971847367706422 -0.0111176781963303 -0.0294624938082569 -0.059255917259633 0.0370083834045872 -0.0970907755458716 -0.0331526082770642 -0.0401851347651376 0.0183706460834862 0.0183706460834862 -0.370718551465138 0.0615323481981651 -0.517007843083486 -0.353255012669725 -0.0239984802321101 -0.109281890777982 -0.44541755412844 -0.358399526486239 -0.449438175963303 -0.461769053091743 -0.18954633377844 -0.031391451506422 -0.223091319651376 -0.357547655055046 -0.220760304420183 -0.557581678990826 -0.302780510183486 0.204903223312844 0.192113616745872 -0.937564763669725 -0.914711197889908 -0.893020683669725 -0.428596764311927 -0.329820495954128 -0.495922802504587 -0.498073101100917 0.0324361582568807 0.172972596649541 -0.638752871376147 -0.526552571743119 -0.456224925889908 -0.174460434120183 -0.174460434120183 -0.394679675275229 -0.0611240406238532 -0.578359109449541 -0.285352334587156 0.234257327706422 0.247141122032385 -0.463126988715596 -0.345247120641284 -0.541524522844037 -0.514277280458716 0.136339790550459 0.121317908541284 -0.277379022183486 -0.450841904231193 -0.1203006628 -0.639288464266055
"WALKING_DOWNSTAIRS.3" 0.294180980543478 -0.0171319391877174 -0.0975130543141304 0.880451016086957 -0.237332072282609 -0.240585546803587 0.0729234306724457 0.0104092321858696 -0.00779030809728261 -0.0698636078543478 -0.0583550513130435 0.0741348878568478 -0.0861930027945652 -0.0704228296565217 -0.0562869653978261 0.0757001695771739 0.0757001695771739 -0.0480578068586957 0.0291947820425 -0.299863091336957 -0.0267238643934783 0.163080385913043 0.0600838889565217 -0.075197991398913 -0.0255685091478261 -0.153239586975 -0.307761132978261 -0.0619085555771739 0.132087325576087 0.257837541522826 0.0766730459288043 -0.143823674668478 -0.260700178296304 -0.0260971601619565 0.168905277570109 0.139992016402174 -0.936235550869565 -0.924720138804348 -0.88692064673913 -0.0315117265376087 0.0181665666923913 -0.227333949912826 -0.386461840434783 -0.0737098214478261 0.00933211938043479 -0.499573022608696 -0.271467212978261 -0.142835291823913 0.201571793298913 0.201571793298913 0.0730683313511957 -0.153489067902174 -0.27563675161413 -0.0278731826581522 0.0963982381836957 0.0899408604426087 -0.0734108426023152 -0.00456762843478261 -0.301932675207609 -0.416333450576087 -0.0912801660530435 -0.128735071904348 -0.0203488465315217 0.0587538374069565 -0.314163665794783 -0.349822637211956
"SITTING.3" 0.277296967378641 -0.00736014067281553 -0.098900577923301 0.932634389708738 0.0293032473368932 -0.0135451357572816 0.0747105686951456 -0.00282125279490291 -0.0165996783664078 -0.0399833957621359 -0.0803490386990291 0.0878528583338835 -0.0939494303009709 -0.0423059719330097 -0.0494432281951456 -0.950616762912621 -0.950616762912621 -0.982694450873786 -0.94674595631068 -0.990356909514563 -0.982964032135922 -0.945503293786408 -0.949861925941748 -0.986852732912621 -0.976069772427185 -0.978702964951456 -0.980785012524272 -0.975824369417476 -0.962426822718447 -0.948349791291262 -0.980294046116505 -0.968048201941748 -0.989417206407767 -0.982602804757282 -0.926368420883495 -0.930322919320388 -0.978706000873786 -0.950812854427184 -0.934878137378641 -0.986569236116505 -0.975648947281553 -0.981594127475728 -0.983215416504854 -0.970430647572815 -0.959560786504854 -0.990801250485437 -0.989224326699029 -0.98616933223301 -0.931413844563107 -0.931413844563107 -0.980702765145631 -0.955101665339806 -0.989081429708738 -0.98253867592233 -0.922093047242718 -0.925532832485437 -0.987516031165048 -0.977014138932039 -0.983142854757282 -0.984019094368932 -0.967762567961165 -0.962414481650485 -0.933635332330097 -0.980272727961165 -0.954962202135922 -0.989041480097087
"STANDING.3" 0.279187755555556 -0.0159782322393162 -0.107864427003761 0.908143641538461 -0.233147805213675 -0.198992957435897 0.0748017006488034 0.00668461359905983 -0.00403974768121368 -0.025723286312906 -0.0653155799282051 0.0821770632222222 -0.0994525423589744 -0.0431961918777778 -0.0523760984580342 -0.957150194017094 -0.957150194017094 -0.979705545811966 -0.950494420854701 -0.979143118547009 -0.980848322991453 -0.950581787521368 -0.959544083418803 -0.98306153991453 -0.972366687948718 -0.975434135982906 -0.957132394871795 -0.96159160025641 -0.962397198461538 -0.96076355965812 -0.975945018205128 -0.950779447863248 -0.973083677179487 -0.981917244273504 -0.938706175811966 -0.944326893162393 -0.981859563076923 -0.970117032222222 -0.958330008974359 -0.982821961538462 -0.971887891965812 -0.978639315128205 -0.958405275641026 -0.95867501982906 -0.959668667179487 -0.974097817179487 -0.975705889145299 -0.979797977777778 -0.952220137094017 -0.952220137094017 -0.976004881367521 -0.938029431965812 -0.971395894188034 -0.98247814034188 -0.936347038717949 -0.940321813076923 -0.984191004529914 -0.973472729316239 -0.980549876495726 -0.959368473760684 -0.957518337264957 -0.962522722735043 -0.954729733247863 -0.975009084700855 -0.940682139487179 -0.971109345042735
"LAYING.3" 0.257110281238938 -0.0163342822867257 -0.0964342965495575 -0.151721256761062 0.579222140265487 0.706155554955752 0.086419146779646 0.00631213403539823 -0.0200280468644248 -0.00306172900502655 -0.122259898619469 0.131948168911504 -0.103465345707965 -0.0397404206468053 -0.0611491427345133 -0.935902587522124 -0.935902587522124 -0.979649583893805 -0.926413533451327 -0.981011935929204 -0.956311452743363 -0.949832081061947 -0.94895861761062 -0.979247138053097 -0.975395635929204 -0.975397507079646 -0.960660596902655 -0.954878283362832 -0.960091432654867 -0.932423431070797 -0.974992834867257 -0.945256626637168 -0.972872327168142 -0.945698226495575 -0.932330282831858 -0.927799059522124 -0.914665920088496 -0.963684092920354 -0.933450037345133 -0.979125560265487 -0.974725254424779 -0.978269074247788 -0.965408556902655 -0.949072347345133 -0.960556434336283 -0.976381567787611 -0.973975061150443 -0.985247575840708 -0.906715251061947 -0.906715251061947 -0.973921269469027 -0.930581560176991 -0.970102043982301 -0.942142751265487 -0.928397680150442 -0.922474988318584 -0.98094608539823 -0.975851522831858 -0.979718398141593 -0.967260761504425 -0.946409394690266 -0.964378245752212 -0.908890709646018 -0.971528573451327 -0.933327771150443 -0.968676832920354
"WALKING.4" 0.273893379181818 -0.0174482266812727 -0.105889126545455 0.937443373363636 -0.244303127909091 0.00615973853636364 0.0831463441454545 0.0187662956627273 0.00576304753435455 -0.0475728289739091 -0.0613089436589091 0.0894531053038182 -0.0873288957336364 -0.0492074163125455 -0.0506728167307273 -0.238133122827273 -0.238133122827273 -0.350236928363636 -0.374425318181818 -0.591073666 -0.344949258636364 -0.0693691994855455 -0.521764130272727 -0.403027526 -0.217104730054545 -0.624592086727273 -0.4347752526 -0.553482633 -0.500505371363636 -0.351128128921364 -0.353025704545455 -0.555941298181818 -0.678431391272727 -0.352420422272727 -0.0473730101333636 -0.472816851818182 -0.980746027090909 -0.973222763454546 -0.965402444181818 -0.370590334272727 -0.178662947944455 -0.659315844636364 -0.520439609363636 -0.459335242181818 -0.499201153272727 -0.433627032181818 -0.698596388636364 -0.628114920727273 -0.393353014181818 -0.393353014181818 -0.368793654445455 -0.518815294945455 -0.682996192909091 -0.355708481909091 -0.0965166765377273 -0.487560679727273 -0.393423638363636 -0.192833833536 -0.693155290545455 -0.549697093636364 -0.413994384745455 -0.546243793181818 -0.512928636181818 -0.394360357490909 -0.577030618272727 -0.712758341272727
"WALKING_UPSTAIRS.4" 0.267568625566038 -0.0251704386867708 -0.11460150954717 0.899276471509434 -0.315868730943396 -0.0213006746132075 0.0774963070613208 0.00969116533301887 0.00273960087830189 0.0151515607198113 -0.0988509249075472 0.0908975726483962 -0.11467032986717 -0.0454089917933962 -0.0726365472367925 -0.153180312133585 -0.153180312133585 -0.472220069245283 -0.293082339169811 -0.728211675754717 -0.288283185613208 -0.245028715513208 -0.530364319150943 -0.429852469330189 -0.470270028207547 -0.726370360283019 -0.487617210471698 -0.589685030754717 -0.495913220943396 -0.313699668320755 -0.432960770169811 -0.563311116603774 -0.783278080283019 -0.219834202483962 -0.117378625225472 -0.343963171028302 -0.957583450943396 -0.935532476792453 -0.91407916009434 -0.392821393471698 -0.451980209150943 -0.755386685377359 -0.512970476415094 -0.427117183630189 -0.453594845943396 -0.65420370990566 -0.799067495377358 -0.691309142641509 -0.265295448110755 -0.265295448110755 -0.458892538962264 -0.419546832025472 -0.796323491981132 -0.195655356373585 -0.112927481241509 -0.305810920792453 -0.408644619843868 -0.469996337075472 -0.783947785566038 -0.526679914245283 -0.352946409926415 -0.492160636320755 -0.354456099056604 -0.498893921132075 -0.43140293059434 -0.830206158018868
"WALKING_DOWNSTAIRS.4" 0.284871366391753 -0.0120015272064948 -0.106480302020619 0.932288182783505 -0.200545558969072 0.00616548548628866 0.0766789930061856 0.0061157626185567 -0.0123776158412371 -0.0918453714958763 -0.0510881743112371 0.0868090586304124 -0.0683273287443299 -0.0503186240907217 -0.0470407200917526 -0.0276843741134021 -0.0276843741134021 -0.280655463097629 -0.268732786403093 -0.618444002783505 -0.0966160923402062 -0.102700706819588 -0.399303631762887 -0.207189364243299 -0.275897713339175 -0.502301948072165 -0.375844091205155 -0.537958498969072 -0.332792475608247 0.00618314656701031 -0.148799682271134 -0.504785467010309 -0.666800205876289 0.00440085639175258 -0.0633753883298969 -0.359451635463918 -0.952784950412371 -0.929811644639175 -0.927007682989691 -0.16128221814433 -0.246629013452577 -0.544193825020619 -0.422897968371134 -0.511571504639175 -0.382767257113402 -0.58114001814433 -0.67569038257732 -0.514245584742268 0.0225586057010309 0.0225586057010309 -0.147772386436082 -0.411115868195876 -0.665996485051546 0.0400124296907216 -0.103290384936082 -0.391910754948454 -0.189114870587629 -0.26653231248732 -0.584726529690722 -0.443665463268041 -0.50090256185567 -0.457258398762887 -0.128920138134021 -0.154018076853608 -0.453976638360825 -0.689840585061856
"SITTING.4" 0.275049055844828 -0.012284071387069 -0.112798156560345 0.899922674310345 0.171065846043103 0.080975316797069 0.0775670872931035 -0.00115671390336207 0.000163267777751724 -0.0355463859051724 -0.0745626624568966 0.0900954449310345 -0.0954176890775862 -0.0396588072533621 -0.0523599010775862 -0.970956439568965 -0.970956439568965 -0.987956278103448 -0.967308281206897 -0.993508024224138 -0.989826012155172 -0.957408238327586 -0.972941296982759 -0.989982486896552 -0.980853431896552 -0.986766448017241 -0.988024204827586 -0.983870308103448 -0.974738970775862 -0.966964756103448 -0.987498966551724 -0.980038598362069 -0.992454683534483 -0.990653554827586 -0.94821488 -0.963211968534483 -0.988233854396552 -0.963449531206897 -0.965438244137931 -0.989863650344828 -0.981014205172414 -0.988554986206897 -0.990048185 -0.980938881465517 -0.972492548362069 -0.993518572327586 -0.992235020775862 -0.990333719655172 -0.95941058387931 -0.95941058387931 -0.987842974741379 -0.972269585603448 -0.992250094741379 -0.991080829396552 -0.946590200258621 -0.960454646465517 -0.99065322137931 -0.982652328793103 -0.988896795258621 -0.990696824741379 -0.979477452241379 -0.974370129310345 -0.96135733612069 -0.98709330887931 -0.972161340948276 -0.992188681034483
"STANDING.4" 0.278651035238095 -0.0173572808936508 -0.107383881873016 0.955126017380952 -0.187594124849206 -0.000971643706349206 0.0753009995873016 0.00866227039795238 -0.00382323976253968 -0.0264426396543651 -0.0701712521825397 0.0809016638690476 -0.0998284607142857 -0.0420006001642857 -0.0528346155404762 -0.967812308095238 -0.967812308095238 -0.984084984920635 -0.956257532539682 -0.98688610984127 -0.988859913095238 -0.953713830873016 -0.971440568968254 -0.987781888968254 -0.972148245555556 -0.984737339365079 -0.958519577777778 -0.980016346904762 -0.971758170396825 -0.969873868333333 -0.982501841111111 -0.965782825396825 -0.986532521349206 -0.990728196746032 -0.944833481825397 -0.957581897142857 -0.991814412539682 -0.974753861984127 -0.968795011031746 -0.987763554126984 -0.97209891484127 -0.987128857698413 -0.956170418492064 -0.97659585531746 -0.970863038571429 -0.977572532142857 -0.989871325238095 -0.984170185714286 -0.962322759920635 -0.962322759920635 -0.98348285952381 -0.947804673730159 -0.985538694126984 -0.991641531904762 -0.943394897777778 -0.95329995468254 -0.988877208095238 -0.974131562222222 -0.988173195238095 -0.956384883809524 -0.974865140396825 -0.973333371190476 -0.963564672539683 -0.98371431452381 -0.946378670555556 -0.985009679047619
"LAYING.4" 0.282461310072993 -0.0169921901663504 -0.113391296459854 -0.19505498550365 0.81408441649635 0.267875961532847 0.0759198082335766 0.0120679562275912 -0.00290877573481752 -0.0207899134036496 -0.0723077648248175 0.10411766020438 -0.101056247890511 -0.0405232833408759 -0.0609532315175182 -0.970103527956204 -0.970103527956204 -0.983890485620438 -0.961749811678832 -0.987913173722628 -0.979312867883212 -0.973111995985401 -0.969140124379562 -0.983737708321168 -0.977965241605839 -0.981579894233577 -0.972979410364963 -0.974416864817518 -0.970909789343066 -0.970608184160584 -0.980735001678832 -0.964612417810219 -0.983401247956204 -0.978078079635036 -0.973862323138686 -0.957139161970803 -0.971571099854015 -0.989859013284672 -0.969805598029197 -0.983723397591241 -0.977864134160584 -0.98421845890511 -0.974107969927007 -0.972083769270073 -0.970092794379562 -0.984447541459854 -0.985258106569343 -0.98601272540146 -0.96378694189781 -0.96378694189781 -0.981179630364963 -0.950858055547445 -0.982428843138686 -0.977698366131387 -0.975102410729927 -0.953957224087591 -0.985226495693431 -0.979381011678832 -0.985489459489051 -0.974733013357664 -0.971125348029197 -0.972573269854015 -0.965501954817518 -0.980681447445255 -0.951099243357664 -0.982178530510949
"WALKING.5" 0.276239730818182 -0.0194451237742727 -0.107032069636364 0.919027911818182 -0.216889775645455 -0.0553273888181818 0.068861975855 0.0142783053972727 0.00590758691727273 -0.0354754989417273 -0.0581402698818182 0.0823845898909091 -0.0953445635854545 -0.0489885331790909 -0.0523306640536364 -0.275737722090909 -0.275737722090909 -0.319312670354545 -0.464808409545455 -0.605231260090909 -0.368646851 -0.160808344269091 -0.356700829818182 -0.368036539636364 -0.252862662418182 -0.493467254272727 -0.506692449363636 -0.584889846090909 -0.413455321818182 -0.364242741709091 -0.266063634872727 -0.594929451363636 -0.646968228181818 -0.414856783545455 -0.187731289321818 -0.302181666109091 -0.977225893181818 -0.972890207636364 -0.967118618 -0.332560981405455 -0.206211715734545 -0.518477307363636 -0.604492993545454 -0.572827652181818 -0.427491023909091 -0.522307417454545 -0.670349192090909 -0.498441561 -0.445385260272727 -0.445385260272727 -0.275069298931818 -0.604974306181818 -0.634302920818182 -0.435127513909091 -0.255062419054545 -0.3278515805 -0.355377823736364 -0.209262633804545 -0.542058577545455 -0.636362964636364 -0.569625045 -0.487234098454545 -0.584080979363636 -0.292684197068182 -0.683943314727273 -0.645093075272727
"WALKING_UPSTAIRS.5" 0.251709102757576 -0.0177820369028283 -0.137863308909091 0.809343681919192 -0.24331856030303 -0.29024929360404 0.0753790270974748 0.0042418843759596 0.0290487919323232 0.00903742052727273 -0.0406013787373737 0.029361196089899 -0.112776175562727 -0.035819549729798 -0.0398281536828283 -0.172575712393939 -0.172575712393939 -0.404697770505051 -0.265328643151515 -0.657759114343434 -0.374007975222222 -0.133281620471818 -0.309258590279798 -0.406719445626263 -0.332477654466667 -0.544618281919192 -0.435063406545455 -0.567384396161616 -0.374208646727273 -0.261398247772727 -0.336889072538384 -0.54330571030303 -0.69714993 -0.352134776969697 -0.031970308730303 -0.120962465963636 -0.941622855555556 -0.928862306060606 -0.893275982121212 -0.402317138393939 -0.309273460632323 -0.583876692222222 -0.474713053838384 -0.528160078181818 -0.267556380551515 -0.589732141717172 -0.712063197878788 -0.596128871212121 -0.272337851153535 -0.272337851153535 -0.359405197473737 -0.449992080959596 -0.70032279969697 -0.345852515959596 -0.0445281090686869 -0.0945533511020202 -0.454360290808081 -0.332970471414141 -0.62253202040404 -0.493635577676768 -0.511192302929293 -0.305255177939394 -0.393617098585859 -0.3941094698 -0.486975778686869 -0.726650509292929
"WALKING_DOWNSTAIRS.5" 0.28660107512766 -0.0205256371074468 -0.118343323765957 0.889824886276596 -0.192131684138298 -0.13463575632766 0.100413160997553 -0.0090455219212766 -0.0251237120351064 -0.0692423449351064 -0.036544042512766 0.0903559073031915 -0.0810039471973404 -0.0494578443642553 -0.0661183374911702 0.14051545704266 0.14051545704266 -0.0801268237287234 -0.236004507082234 -0.50088465393617 0.0748337565765957 0.0718733445195745 -0.08949251788 -0.0086621008393617 -0.0968743473638298 -0.25673640056383 -0.283309989515957 -0.420713403808511 -0.231247549570213 0.203728457569149 0.0738407506771277 -0.40454624156383 -0.484919228244681 0.126809339687234 0.0579439756478723 -0.0457012567925532 -0.949073438829787 -0.947778159574468 -0.921013628191489 0.0230311083212766 -0.0674283689340426 -0.321751803011702 -0.38748885053617 -0.472034224787234 -0.362027361468085 -0.433808308404255 -0.526409242893617 -0.379449893984043 0.16738503776383 0.16738503776383 0.0756336487840426 -0.348579713670213 -0.46950504493617 0.141110055978936 -0.018353307462766 -0.100002259132979 -0.0378618778051064 -0.100337028910638 -0.386127059531915 -0.42490508643617 -0.511973390106383 -0.472044241914894 -0.0374462530446809 0.0677591978702128 -0.426258300638298 -0.488589395053191
"SITTING.5" 0.279296085391304 -0.0124250738886957 -0.0971715512869565 0.941665336 -0.0942049621647304 0.133051639532174 0.0729633787043478 0.010592037798087 -0.00385964678365217 -0.042909107353913 -0.0584429978643478 0.0642352771147826 -0.0948854077304348 -0.0436462380034783 -0.0527363150721739 -0.964285258 -0.964285258 -0.987193504695652 -0.946264464347826 -0.991899361304348 -0.986547833652174 -0.959811410695652 -0.963796207304348 -0.98971806826087 -0.979907181565217 -0.982758442173913 -0.98022827 -0.972917970521739 -0.959960887391304 -0.95951078773913 -0.983931061130435 -0.961172835043478 -0.989562662173913 -0.986824275043478 -0.951246523130435 -0.947734616956522 -0.980090450347826 -0.963514033391304 -0.949254486104348 -0.989739022521739 -0.980274164608696 -0.985099612434783 -0.982919235130435 -0.966569768086956 -0.96009418226087 -0.989633576869565 -0.990728921913044 -0.987235523130435 -0.945863319304348 -0.945863319304348 -0.983959547652174 -0.947290892434783 -0.988794719391304 -0.987080287043478 -0.949927057913043 -0.943536433565217 -0.990724363565217 -0.982260156086956 -0.986045803130435 -0.983958117478261 -0.963548726956522 -0.963971095304348 -0.94778319093913 -0.982964007217391 -0.947872227130435 -0.988356972956522
"STANDING.5" 0.281212249469697 -0.0173448644530303 -0.10457851375 0.923318083787879 -0.185595065007576 -0.0454483015984848 0.0741000143257576 0.0113618605809773 -0.00623930312424242 -0.0274499986617424 -0.0741380658560606 0.087184638519697 -0.102338852037879 -0.0423933861666667 -0.0545237006462121 -0.968282334469697 -0.968282334469697 -0.985639532272727 -0.968821063333333 -0.989209028484848 -0.987185471818182 -0.965451248863636 -0.966919741666667 -0.986920976439394 -0.977690558787879 -0.983507770833333 -0.970653617272727 -0.979086843484849 -0.974225444318182 -0.968206488787879 -0.982641936515152 -0.969855243712121 -0.985722274393939 -0.988338434393939 -0.95907374469697 -0.95194423469697 -0.985902197121212 -0.977951429469697 -0.953984568560606 -0.986959813939394 -0.977891834924242 -0.985933306893939 -0.973235866666667 -0.976564162424242 -0.975197790909091 -0.983920281893939 -0.988849457348485 -0.984889630151515 -0.95753195969697 -0.95753195969697 -0.982635349090909 -0.959948427878788 -0.985243745757576 -0.989082558939394 -0.958065709621212 -0.947678441969697 -0.988231102651515 -0.979852553560606 -0.986997846818182 -0.974361028484849 -0.975388904393939 -0.977892949469697 -0.95854231219697 -0.981514066363636 -0.960798640909091 -0.985387958787879
"LAYING.5" 0.277134108220339 -0.0172402040876271 -0.107284100228814 -0.330025977855932 0.294295483983051 0.793389720508475 0.0801049994576271 0.0128632646268644 -0.00164746366724576 -0.0170991099322034 -0.112912659677966 0.116252958127119 -0.102113800813559 -0.0352150858161017 -0.0627634876779661 -0.968180743474576 -0.968180743474576 -0.98810235059322 -0.951058917881356 -0.991216833898305 -0.978794288050847 -0.970211291525424 -0.978566881101695 -0.987454724745763 -0.983945601016949 -0.985810242627119 -0.980179350508475 -0.979033414745763 -0.976485557288136 -0.970904456949153 -0.986643849745763 -0.971007605169491 -0.989327179237288 -0.973841138728814 -0.958199963220339 -0.973114555847458 -0.961830776610169 -0.975087006779661 -0.974534578050847 -0.98738165059322 -0.984177898813559 -0.987968691355932 -0.981592924322034 -0.975443417033898 -0.97482558338983 -0.988845787457627 -0.989258492711864 -0.99184983440678 -0.963988667457627 -0.963988667457627 -0.986925745 -0.959892179067797 -0.988824901271186 -0.972156494915254 -0.954958132542373 -0.971582465847458 -0.988458706949152 -0.985715642118644 -0.988754245847458 -0.982126981101695 -0.97373879 -0.976555359152542 -0.965031011271186 -0.986157531186441 -0.959838797118644 -0.988641828644068
"WALKING.6" 0.272454547589286 -0.0197226746863393 -0.111498506928571 0.915295356875 -0.254841159955357 -0.119623784294643 0.0804173695196429 -0.00250498754732143 0.0161648975366071 -0.0156831564214286 -0.07948192127 0.0800039718330357 -0.0908524515803572 -0.0440690131571429 -0.0529957109428571 -0.0643814682185357 -0.0643814682185357 -0.183539480929464 -0.151210685676786 -0.3704175874375 -0.263733125450893 0.148304741089554 -0.3324616775625 -0.2937927743125 -0.0338711112410714 -0.442631863303571 -0.264692745702679 -0.252842848697054 -0.266793567409821 -0.235467740758036 -0.158137481970893 -0.30614317977875 -0.399500495985893 -0.2688838655625 0.213446385162411 -0.248935168982143 -0.976131027142857 -0.965603374285714 -0.95551313 -0.234892391916071 0.0603036329607143 -0.467530319732143 -0.367398175160714 -0.208691673135714 -0.285731092821429 -0.350211292473214 -0.363193495125 -0.389009435925 -0.32299607025 -0.32299607025 -0.140545846465179 -0.301323498633036 -0.362190084546429 -0.273012951625 0.169355464533929 -0.264261351366071 -0.242945815648214 0.0907768125646429 -0.490968444821429 -0.402431381125 -0.190184115824107 -0.359622394321429 -0.485370957053571 -0.129191605796071 -0.424475417669643 -0.361734627296429
